      1024,       8,    9.0115, 23.73%
GPU Device 0: "NVIDIA GeForce GTX TITAN Black" with compute capability 3.5

      1024,      32,    8.7384, 21.39%
GPU Device 0: "NVIDIA GeForce GTX TITAN Black" with compute capability 3.5

      1024,     128,    7.4246, 20.12%
GPU Device 0: "NVIDIA GeForce GTX TITAN Black" with compute capability 3.5

      4096,       8,   38.2775, 21.66%
GPU Device 0: "NVIDIA GeForce GTX TITAN Black" with compute capability 3.5

      4096,      32,   38.3693, 20.95%
GPU Device 0: "NVIDIA GeForce GTX TITAN Black" with compute capability 3.5

      4096,     128,   28.8353, 21.80%
GPU Device 0: "NVIDIA GeForce GTX TITAN Black" with compute capability 3.5

     16384,       8,  141.3193, 22.60%
GPU Device 0: "NVIDIA GeForce GTX TITAN Black" with compute capability 3.5

     16384,      32,  160.4010, 22.48%
GPU Device 0: "NVIDIA GeForce GTX TITAN Black" with compute capability 3.5

     16384,     128,  195.9434, 22.94%
GPU Device 0: "NVIDIA GeForce GTX TITAN Black" with compute capability 3.5

     65536,       8,  459.7082, 22.26%
GPU Device 0: "NVIDIA GeForce GTX TITAN Black" with compute capability 3.5

     65536,      32,  410.5854, 22.53%
GPU Device 0: "NVIDIA GeForce GTX TITAN Black" with compute capability 3.5

     65536,     128,  625.3435, 22.61%
GPU Device 0: "NVIDIA GeForce GTX TITAN Black" with compute capability 3.5

    262144,       8,  792.3397, 22.47%
GPU Device 0: "NVIDIA GeForce GTX TITAN Black" with compute capability 3.5

    262144,      32, 1822.0641, 22.56%
GPU Device 0: "NVIDIA GeForce GTX TITAN Black" with compute capability 3.5

    262144,     128, 1437.6974, 22.40%
GPU Device 0: "NVIDIA GeForce GTX TITAN Black" with compute capability 3.5

   1048576,       8, 1144.2140, 22.43%
GPU Device 0: "NVIDIA GeForce GTX TITAN Black" with compute capability 3.5

   1048576,      32, 1130.6328, 22.52%
GPU Device 0: "NVIDIA GeForce GTX TITAN Black" with compute capability 3.5

   1048576,     128, 3883.8449, 22.56%
GPU Device 0: "NVIDIA GeForce GTX TITAN Black" with compute capability 3.5

   2097152,       8, 1221.1601, 22.55%
GPU Device 0: "NVIDIA GeForce GTX TITAN Black" with compute capability 3.5

   2097152,      32, 3593.5734, 22.52%
GPU Device 0: "NVIDIA GeForce GTX TITAN Black" with compute capability 3.5

   2097152,     128, 4774.9361, 22.51%
GPU Device 0: "NVIDIA GeForce GTX TITAN Black" with compute capability 3.5

   4194304,       8, 1278.2025, 22.50%
GPU Device 0: "NVIDIA GeForce GTX TITAN Black" with compute capability 3.5

   4194304,      32, 4424.0725, 22.48%
GPU Device 0: "NVIDIA GeForce GTX TITAN Black" with compute capability 3.5

   4194304,     128, 6247.7715, 22.49%
GPU Device 0: "NVIDIA GeForce GTX TITAN Black" with compute capability 3.5

